#pfamid seq_len neff distprob_norm distprob_raw estimated_tmscore probability_tmscore_gt_05
PF04664 208 211 -0.1118 -173.97 0.61645 0.81575
PF04667 81 107 -0.01573 -0.19 0.22783 0.04084
PF04668 132 58 -0.07541 -74.5 0.37776 0.19046
PF04674 282 272 -0.08634 -300.47 0.5797 0.69146
PF04682 269 18 -0.05926 -153.31 0.36063 0.13776
PF04688 81 169 -0.11818 -12.17 0.46517 0.40177
PF04697 133 62 -0.0558 -51.83 0.25864 0.0748
PF04700 186 12 -0.06513 -90.99 0.33232 0.13304
PF04701 142 19 -0.07363 -80.62 0.37292 0.18328
PF04704 341 21 -0.05489 -194.25 0.35172 0.1073
PF04709 366 33 -0.05821 -285.01 0.38829 0.18799
PF04713 75 13 -0.08193 -3.93 0.33188 0.14718
PF04718 106 188 -0.07373 -36.35 0.3288 0.14023
PF04724 348 350 -0.07691 -289.25 0.45612 0.37467
PF04725 98 7 -0.03912 -0.04 0.23297 0.04877
PF04727 187 444 -0.12605 -177.1 0.67877 0.90427
PF04730 665 1 -0.05227 -398.62 0.29616 0.01801
PF04736 61 29 -0.10595 -13.56 0.43455 0.31658
PF04745 289 10 -0.06258 -166.09 0.37105 0.15411
PF04750 208 1704 -0.10597 -197.31 0.62335 0.82545
PF04754 203 1504 -0.10665 -154.75 0.57049 0.7273
PF04755 218 397 -0.09599 -207.73 0.58893 0.75045
PF04757 351 216 -0.06267 -191.08 0.36349 0.1296
PF04759 166 70 -0.07965 -109.59 0.40995 0.25081
PF04764 133 10 -0.0694 -67.81 0.33218 0.14471
PF04765 314 304 -0.09259 -305.93 0.57012 0.6685
PF04766 242 53 -0.07336 -178.27 0.43846 0.3341
PF04767 94 10 -0.07063 -41.74 0.31142 0.12955
PF04769 201 64 -0.06286 -123.95 0.35969 0.15349
PF04770 55 85 -0.10598 -19.92 0.44494 0.3446
PF04776 116 91 -0.09728 -67.32 0.44394 0.34485
PF04778 157 9 -0.11601 -74.24 0.50438 0.5358
PF04780 541 78 -0.04873 -313.12 0.31156 0.03284
PF04782 318 151 -0.05769 -175.02 0.35766 0.12117
PF04783 59 92 -0.09573 -0.19 0.39532 0.22525
PF04784 136 828 -0.11769 -113.46 0.60635 0.79277
PF04786 247 52 -0.076 -168.12 0.43437 0.32266
PF04790 258 135 -0.05064 -126.2 0.3005 0.0833
PF04791 572 293 -0.06808 -500.44 0.36045 0.12073
PF04798 142 29 -0.08049 -86.05 0.40068 0.23104
PF04802 246 206 -0.07656 -159.1 0.42713 0.29872
PF04817 231 10 -0.05501 -124.88 0.31837 0.10637
PF04819 138 193 -0.13845 -109.51 0.65484 0.87258
PF04827 205 4434 -0.10569 -187.6 0.59887 0.77917
PF04829 52 184 -0.12295 -13.28 0.50049 0.49009
PF04830 176 225 -0.09947 -97.58 0.46318 0.40848
PF04831 227 19461 -0.09356 -160.92 0.56129 0.70121
PF04833 164 99 -0.07264 -118.04 0.39637 0.21997
PF04834 100 14 -0.01708 -8.38 0.22761 0.04036
PF04838 158 10 -0.06681 -71.48 0.31416 0.12494
PF04842 232 466 -0.06793 -123.35 0.37324 0.15781
PF04844 58 152 -0.11656 -13.99 0.47437 0.42373
PF04854 77 1569 -0.17366 -47.06 0.6703 0.87266
PF04870 343 152 -0.05105 -166.02 0.33432 0.08106
PF04872 80 18 -0.09262 -32.14 0.40877 0.25316
PF04877 341 10 -0.05762 -186.99 0.35382 0.11137
PF04883 104 1143 -0.18135 -60.03 0.68482 0.8887
PF04884 321 207 -0.0892 -262.69 0.51015 0.53512
PF04890 342 19 -0.05908 -204.19 0.3638 0.13244
PF04892 130 5324 -0.13155 -111.03 0.65007 0.87251
PF04893 206 2114 -0.13274 -208.41 0.72091 0.94077
PF04894 269 191 -0.08077 -222.61 0.48762 0.48024
PF04895 110 195 -0.12163 -76.02 0.57198 0.70418
PF04902 183 12 -0.0583 -102.08 0.30572 0.11077
PF04906 407 259 -0.05092 -260.35 0.34325 0.08317
PF04913 457 23 -0.05709 -330.71 0.35323 0.10587
PF04917 329 221 -0.07746 -190.63 0.41458 0.26223
PF04921 292 76 -0.06295 -155.75 0.36528 0.14111
PF04923 102 122 -0.11869 -55.79 0.53002 0.59662
PF04927 59 103 -0.11028 -16.43 0.45397 0.36906
PF04930 131 84 -0.06808 -39.01 0.28832 0.10393
PF04937 153 4546 -0.1142 -108.03 0.55758 0.70371
PF04941 743 12 -0.05092 -736.7 0.30458 0.02986
PF04947 185 69 -0.11734 -144.68 0.61128 0.80621
PF04948 341 13 -0.05844 -237.44 0.38076 0.17272
PF04949 153 56 -0.11036 -32.34 0.42758 0.29769
PF04955 180 1449 -0.1463 -256.47 0.80013 0.98635
PF04956 97 422 -0.07523 -12.04 0.31446 0.12355
PF04982 123 805 -0.1488 -138.24 0.7243 0.94197
PF04987 480 232 -0.06828 -364.36 0.37463 0.15274
PF05003 86 85 -0.09714 -20.3 0.40934 0.25168
PF05007 269 1082 -0.11855 -251.1 0.67726 0.88702
PF05018 185 228 -0.08797 -160.2 0.50736 0.54621
PF05022 74 90 -0.09592 -24.08 0.41344 0.2633
PF05024 187 240 -0.10091 -101.72 0.46917 0.42952
PF05030 62 116 -0.1994 -28.91 0.80019 0.9119
PF05037 130 596 -0.11534 -117.42 0.60786 0.79257
PF05041 227 68 -0.06298 -102.91 0.33669 0.12196
PF05045 504 178 -0.0851 -555.01 0.49094 0.40733
PF05054 390 27 -0.05879 -257.75 0.36276 0.12739
PF05056 465 249 -0.05331 -282.53 0.33209 0.06203
PF05069 148 1227 -0.12109 -102.81 0.59256 0.77018
PF05072 388 19 -0.06186 -299.34 0.38921 0.1891
PF05073 216 25 -0.06083 -116.97 0.3414 0.13069
PF05075 338 113 -0.08949 -278.59 0.50552 0.51684
PF05078 188 129 -0.08412 -130.8 0.44116 0.3403
PF05081 153 20 -0.08154 -82.44 0.3968 0.22119
PF05085 265 16 -0.05695 -142.7 0.34735 0.11951
PF05090 523 333 -0.06153 -399.75 0.35146 0.10118
PF05092 521 34 -0.05425 -358.82 0.32775 0.05685
PF05093 99 75 -0.04638 -9.65 0.23774 0.05462
PF05095 530 11 -0.05488 -346.56 0.32316 0.04969
PF05097 480 82 -0.05062 -297.25 0.3261 0.05319
PF05098 476 45 -0.05165 -363.55 0.3434 0.08479
PF05100 202 629 -0.08178 -127.9 0.42851 0.29744
PF05101 84 522 -0.16108 -25.93 0.62757 0.78883
PF05104 161 10 -0.05999 -91.36 0.30104 0.1123
PF05105 114 726 -0.17316 -71.51 0.6784 0.8869
PF05106 99 191 -0.12699 -36.19 0.53238 0.59845
PF05107 268 230 -0.09672 -264.81 0.60788 0.76804
PF05111 414 13 -0.05136 -237.24 0.33385 0.0677
PF05112 308 25 -0.06462 -205.16 0.39723 0.21471
PF05117 133 481 -0.15583 -163.62 0.75388 0.96125
PF05120 83 450 -0.17085 -15.55 0.6467 0.79991
PF05121 85 70 -0.16476 -44.16 0.65802 0.82819
PF05123 277 89 -0.05382 -170.95 0.35754 0.13068
PF05128 159 1415 -0.15299 -144.27 0.72131 0.94209
PF05140 665 99 -0.04371 -716.57 0.32426 0.05475
PF05142 157 44 -0.06124 -24.07 0.25505 0.06962
PF05149 287 23 -0.0411 -102.1 0.24979 0.0447
PF05154 51 1096 -0.09632 -6.07 0.41094 0.24563
PF05170 705 5731 -0.05708 -789.02 0.37237 0.09054
PF05178 116 249 -0.07399 -36.4 0.33104 0.13958
PF05205 134 86 -0.04783 -45.73 0.24456 0.05985
PF05210 106 79 -0.0981 -32.96 0.41547 0.26524
PF05212 294 176 -0.07112 -213.93 0.4322 0.31241
PF05215 239 70 -0.07736 -159.9 0.43262 0.31685
PF05216 227 148 -0.08579 -166.7 0.47831 0.45919
PF05218 185 60 -0.09972 -137.31 0.51668 0.57687
PF05226 376 3496 -0.10977 -438.1 0.67425 0.85577
PF05230 89 256 -0.13034 -42.23 0.56058 0.66627
PF05231 307 2233 -0.12557 -379.22 0.7668 0.96026
PF05232 64 528 -0.20775 -33.45 0.79632 0.91795
PF05234 120 86 -0.08181 -46.47 0.37903 0.19023
PF05241 213 374 -0.10965 -170.5 0.59957 0.78504
PF05242 139 10 -0.03818 -27.57 0.23369 0.04772
PF05250 211 87 -0.06683 -76.58 0.32604 0.11836
PF05255 164 155 -0.10781 -152.33 0.60294 0.78642
PF05267 121 111 -0.19245 -78.52 0.72758 0.9108
PF05279 268 21 -0.05489 -148.42 0.34529 0.11626
PF05281 234 42 -0.06048 -101.55 0.32029 0.10734
PF05284 102 266 -0.13524 -64.1 0.60891 0.77831
PF05288 70 11 -0.08529 -30.11 0.38598 0.21185
PF05295 85 12 -0.08406 -31.77 0.37986 0.19838
PF05300 257 20 -0.05218 -57.5 0.25104 0.05314
PF05305 95 953 -0.19292 -63.85 0.71836 0.90773
PF05306 127 5 -0.07412 -51.96 0.34336 0.15403
PF05309 182 404 -0.12254 -130.63 0.61137 0.80898
PF05311 291 28 -0.0571 -136.18 0.33972 0.10281
PF05313 188 12 -0.06753 -98.32 0.35497 0.15183
PF05314 283 23 -0.05825 -146.85 0.35105 0.11902
PF05317 268 131 -0.08928 -288.91 0.60056 0.7394
PF05318 71 16 -0.10682 -24.14 0.44505 0.34576
PF05320 170 10 -0.06057 -84.56 0.29615 0.10545
PF05323 111 18 -0.06841 -39.54 0.29238 0.11061
PF05324 70 10 -0.05605 -3.64 0.24545 0.06555
PF05332 105 19 -0.01865 -1.27 0.22772 0.04026
PF05334 182 60 -0.06088 -81.95 0.29716 0.10267
PF05335 183 43 -0.16421 -107.4 0.67131 0.89544
PF05338 55 16 -0.10321 -16.62 0.4324 0.31173
PF05340 647 84 -0.04865 -441.48 0.30038 0.02166
PF05341 104 23 -0.07888 -57.27 0.38147 0.20022
PF05348 123 219 -0.07547 -38.49 0.34133 0.14783
PF05359 148 1379 -0.11908 -127.17 0.62172 0.82874
PF05360 53 156 -0.15029 -15.93 0.60924 0.72606
PF05385 108 11 -0.10703 -69.46 0.49332 0.493
PF05388 130 22 -0.064 -63.1 0.29 0.1077
PF05395 184 11 -0.05874 -89.7 0.29342 0.09955
PF05396 123 198 -0.12817 -50.75 0.54453 0.63745
PF05397 115 100 -0.15557 -105.79 0.68721 0.90321
PF05398 74 44 -0.1734 -28.09 0.68494 0.83399
PF05404 162 70 -0.08071 -99.6 0.40586 0.24072
PF05413 92 68 -0.11614 -46.46 0.50733 0.52783
PF05417 161 14 -0.05766 -79.86 0.2803 0.09215
PF05422 147 44 -0.06395 -70.47 0.29749 0.1116
PF05425 115 1978 -0.18122 -96.05 0.73338 0.94506
PF05427 353 88 -0.07164 -198.95 0.38815 0.19057
PF05432 300 12 -0.05324 -128.89 0.31543 0.08211
PF05434 143 46 -0.04395 -20.61 0.23617 0.05045
PF05437 99 1936 -0.12178 -24.6 0.50202 0.52451
PF05438 230 20 -0.05874 -95.1 0.30174 0.0947
PF05440 94 33 -0.0763 -19.15 0.31742 0.13242
PF05449 80 151 -0.15103 -55.43 0.63879 0.81837
PF05458 175 72 -0.05973 -69.28 0.27934 0.08843
PF05466 244 11 -0.05305 -92.05 0.27331 0.07029
PF05474 583 8 -0.05101 -387.8 0.31052 0.03253
PF05476 261 25 -0.07692 -177.99 0.43912 0.33719
PF05477 241 24 -0.05986 -109.42 0.32603 0.10955
PF05498 63 388 -0.04344 -6.17 0.2383 0.0553
PF05499 163 166 -0.06986 -62.95 0.32696 0.13207
PF05501 125 31 -0.05091 -14.46 0.2407 0.05698
PF05503 369 14 -0.05533 -214.23 0.34929 0.09902
PF05508 353 95 -0.07408 -248.75 0.42134 0.27839
PF05512 141 45 -0.11064 -113.96 0.56335 0.69269
PF05514 138 3822 -0.15018 -119.09 0.70927 0.93424
PF05518 763 32 -0.04094 -657.04 0.28869 0.01341
PF05529 142 323 -0.10865 -69.53 0.47677 0.44747
PF05535 75 21 -0.09481 -32.05 0.4171 0.27353
PF05537 429 15 -0.05605 -228.68 0.33342 0.06622
PF05540 410 20 -0.07023 -361.6 0.42041 0.26645
PF05542 83 103 -0.11525 -10.49 0.45052 0.36053
PF05549 271 12 -0.06881 -190.39 0.4198 0.27868
PF05556 314 48 -0.05876 -153.65 0.34968 0.10895
PF05558 225 13 -0.05337 -102.21 0.2837 0.08154
PF05559 340 170 -0.07934 -299.05 0.47999 0.44165
PF05562 185 42 -0.07166 -106.56 0.37622 0.17921
PF05564 117 31 -0.05954 -34.06 0.25793 0.07618
PF05571 289 65 -0.07217 -182.74 0.41408 0.2618
PF05589 64 63 -0.14205 -38.5 0.60687 0.74676
PF05594 187 2682 -0.18739 -243.8 0.82021 0.99315
PF05595 90 216 -0.12159 -32.71 0.5084 0.52876
PF05600 506 160 -0.0674 -358.25 0.35761 0.11706
PF05602 477 299 -0.07545 -359.37 0.38963 0.18624
PF05604 180 22 -0.05648 -75.74 0.27309 0.08191
PF05615 172 152 -0.06213 -51.19 0.27437 0.08421
PF05617 76 128 -0.10953 -21.14 0.44824 0.35412
PF05620 165 287 -0.12462 -97.45 0.58134 0.73957
PF05623 322 182 -0.0589 -197.24 0.37029 0.14785
PF05628 138 26 -0.08291 -62.84 0.39007 0.20803
PF05633 382 539 -0.08265 -343.83 0.47813 0.42479
PF05634 200 48 -0.05802 -109.89 0.31625 0.11451
PF05640 207 72 -0.07625 -115.83 0.3891 0.19831
PF05644 293 49 -0.05319 -107.93 0.29052 0.06988
PF05648 238 839 -0.11468 -198.05 0.62965 0.83737
PF05655 330 104 -0.10175 -406.8 0.71559 0.8816
PF05656 102 3083 -0.13465 -65.03 0.61526 0.81635
PF05657 124 213 -0.12661 -110.02 0.63711 0.84144
PF05661 304 155 -0.09757 -260.81 0.55882 0.66001
PF05675 237 90 -0.11954 -245.88 0.71086 0.92297
PF05680 96 161 -0.02407 -0.12 0.22929 0.04255
PF05692 430 33 -0.06026 -346.33 0.37896 0.16383
PF05702 117 10 -0.07236 -50.15 0.33099 0.14458
PF05703 301 30 -0.06446 -164.37 0.37029 0.15117
PF05710 88 25 -0.06193 -28.61 0.26416 0.08484
PF05717 100 613 -0.1203 -64.12 0.55297 0.66013
PF05718 384 15 -0.05261 -246.19 0.34816 0.09534
PF05727 134 26 -0.07563 -71.09 0.37435 0.1854
PF05734 227 19 -0.07169 -122.15 0.37662 0.17164
PF05751 164 1311 -0.08555 -108.82 0.44441 0.33971
PF05752 165 23 -0.08684 -46.55 0.3811 0.18741
PF05755 217 83 -0.07468 -100.75 0.37269 0.16583
PF05756 89 53 -0.02665 -6.93 0.22989 0.0443
PF05760 364 16 -0.05694 -192.39 0.34679 0.09498
PF05771 113 11 -0.07967 -57.04 0.3817 0.19865
PF05774 127 18 -0.08149 -74.16 0.39846 0.22749
PF05781 533 18 -0.05227 -318.91 0.31619 0.03914
PF05789 350 34 -0.06325 -250.71 0.39642 0.21072
PF05794 512 393 -0.08453 -434.31 0.41262 0.23827
PF05795 453 470 -0.05862 -246.68 0.33638 0.06818
PF05796 215 17 -0.06573 -107.79 0.35264 0.14209
PF05797 344 10 -0.05158 -219.2 0.35378 0.11097
PF05798 75 12 -0.13423 -40.67 0.5796 0.69874
PF05800 95 192 -0.14847 -85.67 0.65972 0.86634
PF05805 190 68 -0.10134 -185.56 0.61003 0.79704
PF05815 352 28 -0.05356 -182.22 0.34169 0.08856
PF05816 327 389 -0.08708 -236.42 0.47489 0.44027
PF05820 192 24 -0.06085 -95.47 0.31311 0.11428
PF05824 86 14 -0.04494 -20.04 0.23826 0.05625
PF05832 141 176 -0.12304 -108.4 0.61299 0.80032
PF05840 336 236 -0.11512 -297.71 0.64183 0.80943
PF05841 142 37 -0.06916 -57.4 0.31328 0.12593
PF05846 90 14 -0.0779 -38.48 0.35578 0.17206
PF05847 364 46 -0.06121 -263.82 0.38862 0.18991
PF05849 239 10 -0.06268 -142.72 0.36817 0.15605
PF05852 147 18 -0.13309 -66.41 0.57512 0.71425
PF05857 237 762 -0.11646 -250.38 0.70218 0.91558
PF05862 59 17 -0.104 -13.0 0.42922 0.30286
PF05867 242 28 -0.05645 -132.43 0.33725 0.11679
PF05874 184 14 -0.06086 -110.58 0.33346 0.13554
PF05884 297 77 -0.06088 -155.24 0.35931 0.12856
PF05902 107 31 -0.02937 -6.55 0.23014 0.04413
PF05912 112 168 -0.0975 -82.88 0.46996 0.42315
PF05914 376 148 -0.0277 -56.43 0.22792 0.02273
PF05915 137 121 -0.11633 -69.68 0.51511 0.56407
PF05926 142 237 -0.15687 -129.11 0.71128 0.9295
PF05929 273 250 -0.08514 -153.77 0.43714 0.33206
PF05934 538 31 -0.05557 -283.7 0.31362 0.03563
PF05938 108 908 -0.12982 -81.14 0.61632 0.80277
PF05939 107 463 -0.12319 -93.25 0.6123 0.79249
PF05944 130 238 -0.16017 -117.72 0.70752 0.9238
PF05956 356 13 -0.05367 -212.7 0.35082 0.1035
PF05959 188 43 -0.0638 -120.07 0.36162 0.15959
PF05961 68 15 -0.00376 -0.01 0.22607 0.03845
PF05975 383 526 -0.09495 -292.72 0.48839 0.46453
PF05981 132 82 -0.09203 -110.53 0.47714 0.4487
PF05982 340 202 -0.09212 -344.72 0.57127 0.65039
PF05987 438 401 -0.09291 -335.97 0.45365 0.35829
PF05989 174 17 -0.06266 -91.36 0.31752 0.12362
PF06011 448 391 -0.04956 -276.08 0.33247 0.06208
PF06012 452 155 -0.06615 -302.83 0.36631 0.13612
PF06015 72 10 -0.14164 -0.85 0.54 0.57574
PF06019 123 12 -0.08314 -76.15 0.40637 0.24536
PF06022 283 2049 -0.08435 -218.8 0.48913 0.48274
PF06025 450 191 -0.07625 -350.61 0.40443 0.22397
PF06033 152 21 -0.07427 -83.78 0.37506 0.18438
PF06037 158 585 -0.14825 -140.25 0.69876 0.92438
PF06047 102 31 -0.08226 -3.13 0.33153 0.14238
PF06054 398 361 -0.0976 -322.16 0.50039 0.48811
PF06055 190 805 -0.12456 -178.0 0.67416 0.89953
PF06059 99 193 -0.14986 -93.06 0.66942 0.88136
PF06061 330 43 -0.05962 -257.44 0.40281 0.22775
PF06062 117 223 -0.13124 -90.03 0.62519 0.81628
PF06067 248 502 -0.0975 -225.24 0.58509 0.73872
PF06069 90 120 -0.13977 -15.93 0.54985 0.6271
PF06073 107 431 -0.14282 -77.55 0.6395 0.83992
PF06081 141 3499 -0.12099 -129.58 0.63269 0.85074
PF06086 220 29 -0.06844 -150.02 0.39658 0.21534
PF06089 338 532 -0.12189 -457.59 0.80151 0.97259
PF06092 151 155 -0.08991 -74.08 0.41484 0.26213
PF06096 63 15 -0.05301 -3.02 0.24252 0.06246
PF06097 476 746 -0.09457 -467.95 0.49939 0.45047
PF06098 283 122 -0.03557 -44.71 0.23133 0.03439
PF06099 57 78 -0.16494 -32.0 0.6741 0.82521
PF06101 548 79 -0.057 -427.83 0.33609 0.0726
PF06102 164 301 -0.10823 -40.26 0.42754 0.2962
PF06117 55 13 -0.12261 -12.87 0.49584 0.47606
PF06121 188 13 -0.05849 -79.84 0.28274 0.08929
PF06122 359 258 -0.07348 -214.55 0.40102 0.22229
PF06123 456 399 -0.07472 -416.46 0.42259 0.26489
PF06127 95 675 -0.14702 -62.48 0.63591 0.83101
PF06129 108 15 -0.06583 -32.39 0.27473 0.09428
PF06138 133 15 -0.07158 -84.24 0.37064 0.18311
PF06139 133 35 -0.09586 -56.75 0.42156 0.28182
PF06143 99 22 -0.04752 -1.24 0.23702 0.0541
PF06146 68 262 -0.13174 -15.02 0.53019 0.57335
PF06152 355 696 -0.0916 -255.75 0.48147 0.45552
PF06157 385 34 -0.07017 -251.76 0.39099 0.19556
PF06161 267 5297 -0.12266 -305.19 0.70992 0.92526
PF06173 148 41 -0.05411 -47.83 0.25278 0.06755
PF06177 165 449 -0.14944 -175.59 0.74198 0.95499
PF06181 299 223 -0.0886 -299.04 0.56583 0.66163
PF06191 140 445 -0.09492 -91.79 0.45947 0.3925
PF06195 135 146 -0.13339 -88.71 0.62002 0.80913
PF06196 77 165 -0.13487 -23.87 0.55297 0.63555
PF06197 197 1636 -0.14405 -235.09 0.77729 0.97584
PF06207 221 199 -0.11341 -217.06 0.66951 0.88406
PF06210 136 192 -0.09858 -28.59 0.40515 0.23634
PF06213 272 518 -0.11498 -229.39 0.63655 0.83725
PF06217 359 37 -0.05387 -170.99 0.33669 0.08034
PF06223 100 119 -0.0601 -22.36 0.25673 0.07544
PF06226 202 605 -0.10175 -194.65 0.61247 0.80296
PF06233 80 77 -0.09962 -39.65 0.43765 0.32612
PF06235 86 23 -0.11981 -4.55 0.45631 0.37644
PF06237 99 123 -0.13765 -29.59 0.55958 0.6592
PF06252 117 665 -0.17209 -54.04 0.65703 0.85685
PF06256 173 18 -0.0684 -107.53 0.36912 0.1729
PF06266 75 51 -0.11673 -21.24 0.47633 0.43282
PF06269 53 10 -0.04795 -0.24 0.23816 0.0577
PF06271 176 6388 -0.1108 -149.58 0.59441 0.77284
PF06279 118 110 -0.08692 -67.1 0.4117 0.25611
PF06282 113 323 -0.12198 -115.76 0.6388 0.84331
PF06289 59 416 -0.14705 -31.47 0.61247 0.75891
PF06291 76 240 -0.11465 -46.32 0.51298 0.54181
PF06297 85 108 -0.07364 -7.0 0.29075 0.1081
PF06300 263 32 -0.06299 -171.26 0.38582 0.18737
PF06306 347 28 -0.06263 -234.11 0.38806 0.19039
PF06312 209 105 -0.06031 -116.4 0.34064 0.13147
PF06313 90 27 -0.13657 -54.08 0.60242 0.75631
PF06323 219 83 -0.08951 -169.63 0.50219 0.53214
PF06327 106 148 -0.03982 -1.91 0.23382 0.04885
PF06333 403 50 -0.05633 -237.94 0.34498 0.08799
PF06338 151 705 -0.1247 -109.74 0.61504 0.81148
PF06341 63 49 -0.08447 -8.45 0.35609 0.17399
PF06348 56 422 -0.15202 -24.63 0.62045 0.76356
PF06350 311 104 -0.09861 -274.24 0.5678 0.67461
PF06363 97 34 -0.10783 -1.62 0.41446 0.26179
PF06364 172 38 -0.04788 -49.6 0.24419 0.05628
PF06379 344 1286 -0.10732 -443.64 0.7389 0.9181
PF06385 95 30 -0.10987 -60.43 0.50162 0.5142
PF06388 119 78 -0.13383 -21.14 0.51809 0.55771
PF06396 146 111 -0.11514 -92.8 0.53941 0.63353
PF06404 105 12 -0.05528 -21.94 0.24729 0.06583
PF06409 267 12 -0.05568 -124.49 0.32195 0.09693
PF06412 67 142 -0.17572 -16.17 0.6917 0.82958
PF06417 118 139 -0.15485 -95.85 0.67261 0.88808
PF06423 197 284 -0.10058 -134.48 0.50986 0.55917
PF06430 122 34 -0.14122 -81.06 0.63332 0.82874
PF06432 517 138 -0.05372 -313.42 0.32157 0.04611
PF06449 51 20 -0.06148 -3.75 0.25448 0.07645
PF06454 273 234 -0.08982 -236.86 0.5379 0.61645
PF06464 129 42 -0.03874 -16.35 0.23342 0.04779
PF06466 251 56 -0.06076 -141.21 0.35979 0.14027
PF06469 168 34 -0.03323 -28.81 0.23108 0.04255
PF06478 349 12 -0.05749 -217.78 0.3634 0.13099
PF06484 368 24 -0.05568 -176.44 0.33884 0.08139
PF06485 280 119 -0.07723 -234.69 0.47612 0.44393
PF06493 51 23 -0.08419 -10.19 0.35699 0.17983
PF06496 134 255 -0.11364 -131.71 0.62126 0.81677
PF06497 93 35 -0.09643 -41.85 0.4244 0.29053
PF06501 430 25 -0.0495 -298.22 0.34105 0.08016
PF06510 144 281 -0.09769 -114.0 0.49892 0.51799
PF06521 157 38 -0.07355 -80.68 0.3682 0.17364
PF06527 143 2245 -0.09585 -87.42 0.46806 0.41537
PF06531 84 17 -0.11221 -31.08 0.46817 0.4125
PF06532 204 462 -0.12263 -236.3 0.73147 0.94529
PF06533 188 43 -0.08596 -141.23 0.46648 0.42248
PF06541 155 1043 -0.14281 -135.81 0.6852 0.91414
PF06542 441 48 -0.06231 -313.57 0.36715 0.13846
PF06546 267 28 -0.06038 -139.05 0.35401 0.12747
PF06547 112 34 -0.07241 -44.39 0.3248 0.13888
PF06549 115 28 -0.05818 -34.21 0.25559 0.07387
PF06567 119 10 -0.05961 -49.54 0.26582 0.08431
PF06575 94 10 -0.07716 -41.59 0.35492 0.17079
PF06576 176 165 -0.08645 -105.91 0.4246 0.28902
PF06578 205 242 -0.09046 -169.88 0.51893 0.58048
PF06579 127 81 -0.07998 -74.94 0.39515 0.21992
PF06580 80 5169 -0.17144 -38.75 0.69296 0.91732
PF06584 105 81 -0.04939 -29.14 0.24336 0.06078
PF06589 150 11 -0.06234 -49.31 0.27102 0.0859
PF06591 151 22 -0.09178 -115.83 0.47195 0.43464
PF06600 99 15 -0.08977 -39.5 0.40101 0.23339
PF06608 148 32 -0.06251 -49.7 0.2723 0.08722
PF06610 141 58 -0.10683 -80.45 0.48464 0.47235
PF06611 58 120 -0.13134 -8.14 0.52073 0.53672
PF06614 172 12 -0.05414 -58.26 0.25655 0.06836
PF06620 76 235 -0.13109 -45.75 0.57774 0.70164
PF06621 293 16 -0.05548 -144.2 0.34033 0.10292
PF06625 114 46 -0.07117 -3.06 0.27182 0.0897
PF06626 299 140 -0.09122 -319.9 0.60301 0.72771
PF06630 192 50 -0.06103 -72.5 0.2877 0.09246
PF06634 72 121 -0.10076 -13.2 0.41737 0.27168
PF06638 503 68 -0.05205 -318.11 0.32423 0.05044
PF06639 76 33 -0.06787 -12.28 0.27153 0.09268
PF06640 235 15 -0.05924 -113.5 0.3277 0.11276
PF06645 71 295 -0.15696 -26.53 0.62772 0.77875
PF06648 122 34 -0.10826 -74.7 0.49747 0.50885
PF06649 54 66 -0.13613 -22.33 0.56556 0.64842
PF06650 281 625 -0.07626 -217.03 0.46031 0.39541
PF06661 316 11 -0.0589 -169.65 0.35668 0.12081
PF06664 299 160 -0.07257 -187.23 0.41519 0.26427
PF06666 385 249 -0.06729 -264.91 0.39188 0.1947
PF06668 187 171 -0.08017 -111.36 0.4048 0.23482
PF06675 272 23 -0.07923 -264.61 0.52368 0.56986
PF06678 106 11 -0.06175 -42.55 0.26936 0.08912
PF06682 363 93 -0.04951 -225.48 0.34575 0.09271
PF06683 203 36 -0.06842 -128.21 0.37933 0.18103
PF06686 56 308 -0.19857 -18.27 0.79132 0.90297
PF06688 61 19 -0.14218 -28.86 0.59546 0.71361
PF06691 244 633 -0.1202 -201.09 0.64639 0.8613
PF06693 164 241 -0.07085 -92.31 0.37015 0.1711
PF06694 319 63 -0.06902 -191.54 0.39419 0.20623
PF06695 121 3185 -0.14834 -105.76 0.69665 0.9232
PF06697 183 100 -0.08167 -130.1 0.4314 0.31011
PF06699 217 197 -0.08315 -148.83 0.4523 0.3777
PF06703 157 311 -0.14197 -125.22 0.66867 0.89469
PF06705 247 131 -0.01376 -15.92 0.22491 0.02923
PF06708 148 23 -0.06812 -81.34 0.33891 0.14895
PF06717 307 10 -0.06544 -181.47 0.3815 0.17521
PF06718 124 253 -0.11524 -87.46 0.55116 0.66013
PF06724 69 935 -0.13542 -20.18 0.55572 0.65213
PF06726 65 51 -0.11556 -14.79 0.46753 0.40614
PF06727 337 173 -0.08665 -295.99 0.50945 0.52284
PF06728 376 544 -0.08193 -306.58 0.45893 0.37846
PF06729 138 16 -0.10102 -50.81 0.42715 0.29697
PF06734 182 11 -0.07432 -123.36 0.39754 0.2216
PF06738 240 2125 -0.13185 -239.31 0.72074 0.93764
PF06741 71 178 -0.07961 -1.19 0.31975 0.13383
PF06743 69 144 -0.09703 -16.98 0.41195 0.25918
PF06746 129 21 -0.09002 -79.4 0.42829 0.30113
PF06749 95 194 -0.10304 -40.91 0.44301 0.34027
PF06752 232 22 -0.0573 -132.47 0.34212 0.12474
PF06755 112 45 -0.07969 -58.34 0.38367 0.20141
PF06758 66 45 -0.06059 -4.97 0.25288 0.07368
PF06760 217 25 -0.06793 -131.92 0.3777 0.17509
